ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
18360,Elgin,Kolkata,Little Pleasures - Loudon Street,300,4.6,100,Desserts,Near La Martiniere School,48
18464,Indiranagar,Bangalore,Fresh Bites,200,4.1,500,"North Indian,South Indian,Chinese,Fast Food,Juices,Tandoor",Indiranagar Double Road,53
18518,Machuabazar,Kolkata,Wow! Momo,300,4.3,100,"Tibetan,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Girish Park,38
18551,Nandanam,Chennai,Chamiers Cafe,1000,4.5,50,"Continental,Italian",Chamiers Road,66
18591,New Alipore,Kolkata,The Sushi Oke,1000,3.5,50,"Japanese,Sushi,Thai",Near St Xavier'S Back Gate,83
18614,Sinhgad Road,Pune,Maurya Multi Cuisine Family Restaurant And Bar,1000,2.9,80,"North Indian,Chinese,Mexican,Continental,Mughlai,Thai",Near Siddhi Garden,52
18620,Mangawadi,Pune,Akshay Court,550,2.9,80,"North Indian,Chinese,Seafood,Biryani",Near Bharat Jyoti Bus Stop,60
18693,Khar West,Mumbai,Shiv Sagar,250,4.4,500,South Indian  Continental  Beverages  Ice Cream,Khar West Sv Road,56
18808,Shaniwar Peth,Pune,Faasos,200,4.3,100,"Combo,Snacks,Beverages,Desserts,Indian",Shaniwar Peth,30
18828,Kondhwa,Pune,Cafe India,200,4.3,100,"Snacks,Fast Food,Street Food,Beverages",Nibm Kondhwa,70
18837,T. Nagar,Chennai,Zuka,800,4.5,100,"Desserts,Bakery",Tnagar,64
18846,Anna Nagar,Chennai,Parambriym,600,4.2,20,"Biryani,South Indian,Indian",Anna Nagar West,63
18851,Bowbazar,Kolkata,Masala Wok Bar & Kitchen,600,2.9,80,"Indian,Chinese",Hind Inox,45
18853,Lake Town,Kolkata,Aatithya,400,2.9,80,"Chinese,Bengali",Near Third Park Block B,75
18856,Alipore,Kolkata,Red Kitchen & Lounge,1000,4,20,"North Indian,Chinese",Indside Alipore Bazaar,82
18857,Ballygunge,Kolkata,Red Hot Chilli Pepper,1000,4.4,100,Chinese,Ballygunge Circular Road,62
18861,East Kolkata Township,Kolkata,The Howrah Bridge,250,4.2,100,"North Indian,Chinese,Fast Food,South Indian",Opposite Acropolis Mall,77
18879,Central Market Punjabi Bagh,Delhi,Dimsum Vs Sushi,1100,4,100,"Japanese,Pan-Asian,Chinese",Bhagwan Das Nagar,71
18945,Ghatkopar West,Mumbai,Rk Wine And Dine,700,4.3,100,"Mughlai,North Indian,Chinese",Lbs Marg,53
18981,Koramangala,Bangalore,Sultans Of Spice,599,4.3,50,"North Indian,Chinese,Biryani",Koramangala 5Th Block,60
18987,Indiranagar,Bangalore,Nandhana Palace,500,4.1,500,"Biryani,Andhra,South Indian,North Indian",Amarjyothi Layout,58
19000,Anna Nagar,Chennai,Cafe Arabica,700,4.4,500,"Italian,Continental,Arabian,Bakery",Anna Nagarr,60
19009,Andheri East,Mumbai,Dimsum (Momo) Express,200,4.1,100,Asian,Jb Nagar,54
19172,Koramangala,Bangalore,30 Square,300,2.9,80,Chinese,Khb Colony 5Th Block,64
19187,Anna Nagar West Extension,Chennai,Hotel Pentagon,350,4.1,20,"Chinese,North Indian,South Indian",Thirumangalam,73
19197,Ballygunge,Kolkata,China Whites,1000,4.1,50,"Indian,Chinese",Near Prapti,73
19200,Park Street Area,Kolkata,Gabbar'S Bar & Kitchen,1400,2.9,80,"North Indian,Chinese",Inside Jubilee Court Building,74
19212,Delhi,Delhi,Sfc Soya Chaap ( Shalimar Bagh),200,4.1,100,"Snacks,North Indian,Chinese,Fast Food,Indian,Kebabs",Shalimar Bagh,64
19221,Sector 8 Rohini,Delhi,Rolls 57 By Vhc,150,2.9,80,"Italian,Snacks,Desserts,Continental,Beverages,Combo",Netaji Subhash Place,49
19228,Paschim Vihar,Delhi,Sunil Momos.Com,300,3.3,100,Fast Food,Paschim Vihar,52
19344,Kurla,Mumbai,Deluxe Restaurant,400,4.2,500,"Mughlai,Chinese",Kurla,33
19450,Gariahat,Kolkata,Hungry Tide,350,4.5,1000,"Chinese,Continental,Fast Food,Snacks",Hindustan Park,71
19515,Taltala,Kolkata,Mezban Ripon Street,300,3.9,1000,"Indian,Biryani,Chinese,Tandoor",Near Dustarkhwan,48
19518,Bhowanipore,Kolkata,Deli Cravings,650,4.2,50,"Italian,Steakhouse,Continental",Near Chrome Hotel,66
19521,Taltala,Kolkata,Tea Junction,150,4,50,Beverages  Snacks  Desserts,Beside New Empire Cinema Hall,42
19532,Aundh,Pune,Sarjaa Restaurant & Bar,1100,4.3,100,"Mughlai,North Indian,Chinese,Seafood",Next To Goodwill Society Iti Road,65
19580,Old Sangvi,Pune,Mukul'S Eastern Spice,300,4,500,"North Indian,Chinese",Old Sanghvi,63
19643,Powai,Mumbai,Hoddogs,250,3.7,50,"American,Fast Food",Near Liberty Industrial Estate,50
19870,Chembur,Mumbai,Malvan Tadka,250,4.2,50,"North Indian,Chinese,Malwani,Maharashtrian",Near Surana Sethia Hospital,56
19871,Sion,Mumbai,Aparna,750,4.5,50,"Mughlai,North Indian,Chinese,South Indian",Sion Railway Station,50
19917,Anna Nagar,Chennai,Asian Station,1400,4.5,100,Asian,Croma Building,66
19927,Teynampet,Chennai,New Seoul,1500,4.3,20,"Japanese,Korean",406 3Rd Floor,64
19939,Bidhannagar,Kolkata,10 Downing Street,1000,4,20,"North Indian,Chinese,Continental",Near Rdb Cinema Hall,78
19940,Bidhannagar,Kolkata,Calcutta 64,550,4.4,100,Continental,Sector 1,60
19942,Sreebhumi,Kolkata,Anir'S,400,4.2,100,"Mughlai,Chinese,Tandoor,Biryani,Fast Food",Cesc Office Laketown (Nd Near Jaya Cinema),72
19952,Mumbai,Mumbai,Sindhi Society Gymkhana( Aparna Caters),400,4.1,1000,North Indian,Sindhi Society,46
19981,Tilak Nagar,Delhi,Dunkin Donuts,250,4.3,100,"Desserts,Bakery,Beverages,Fast Food,Combo",Pacific Mall,72
20058,Sadashiv Peth,Pune,Sp'S Biryani House,600,4.2,500,"Biryani,North Indian,Indian,Maharashtrian",Tilak Road,37
20154,Erandwane,Pune,Nisarg,1200,4.4,100,"North Indian,Seafood,Malwani",Opposite Padale Palace,48
20166,Thousand Lights,Chennai,Kabab Corner,350,4.4,100,"Mughlai,North Indian",Nungambakkam,45
20194,Karve Nagar,Pune,Nation 52,300,4.3,100,"North Indian,Chinese",Cummins College Road,61
20234,Tangra,Kolkata,Sigree Global Grill,700,3.8,20,"North Indian,Biryani",Science City Area,77
20330,Karve Nagar,Pune,Bhujbal Bandhu-Hotel Apulki,400,4.1,100,Maharashtrian,Karve Nagar,61
20435,Chembur,Mumbai,Krishnaa Leela,450,4.3,100,"Street Food,North Indian,Chinese,Beverages,South Indian",Chembur Naka Chembur,45
20438,Chembur,Mumbai,Kumar Lunch Home (Bar & Restaurant),400,3.7,20,"North Indian,Chinese,Punjabi,Biryani,Tandoor",Chembur,47
20440,Chembur,Mumbai,Kings Snack Bar,500,3.9,100,"Mughlai,North Indian,Chinese",Chembur,53
20486,Wanowrie,Pune,Hite Bar,200,4.3,100,Fast Food,Wanowrie,64
20501,Chembur,Mumbai,Zaika,250,3.9,1000,"Mughlai,North Indian,Chinese,Biryani",Chembur,51
20510,Machuabazar,Kolkata,Mushroom,500,4.4,50,"Indian,Chinese,Tandoor",Oposite Hedua Park,44
20513,Shobhabazar,Kolkata,Fusion,500,4.6,100,"Indian,Chinese,Tandoor",Near Star Theatre,44
20514,Shobhabazar,Kolkata,Lebanese Junction - Steak House,350,4.4,500,"Lebanese,Continental",Beside Star Theatre,50
20526,Sector 3 Rohini,Delhi,Sahni Fish Corner,700,4.2,50,Indian,Sector-8,33
20568,Bibwewadi,Pune,Koffee Villa,200,2.9,80,"Pizzas,Italian,Pastas",Lake Town Road,72
20570,Kondhwa,Pune,Tahari House,200,4.4,100,North Indian,Kondhwa,62
20637,Banashankari,Bangalore,Szechuan Dragon,500,4.1,500,"Chinese,Thai",Mount Joy Road,57
20646,Ghatkopar West,Mumbai,Shloka Dining Bar,600,4.3,50,North Indian  Malwani  Continental  South Indian  Chinese  Asian  Mughlai,Lbs Marg,54
20653,Basavanagudi,Bangalore,Cafe Mondo,500,4.4,50,"Pizzas,Italian",Armugam Circle,52
20732,Ballygunge,Kolkata,Cafe Drifter,650,2.9,80,Continental,Vivekananda Park Area,78
20747,T. Nagar,Chennai,Rottu Kadai Food Court,250,4.1,50,"Chettinad,South Indian",G. N. Chetty Road,68
20760,Rohini,Delhi,Kukki Da Dhaba,300,4.2,50,North Indian,Rohini,55
20812,Andheri East,Mumbai,Sai Fast Food & Chinese Corner,300,4.1,100,"Chinese,Fast Food",Marol Andheri East,56
20855,Domlur,Bangalore,Suryawanshi,600,4.1,100,"Maharashtrian,Seafood",Double Road,54
20929,T. Nagar,Chennai,Nasi Kandar Pelita,500,4.5,100,"North Indian,South Indian,Malaysian,Indian",Pondy Bazaar,67
20961,Mohammed Wadi,Pune,Fabio Food Court,350,4.1,500,"Indian,Chinese,North Indian,Tandoor",Kondhwa,73
20970,Rohini,Delhi,Oven Story Pizza,600,3.6,100,"Pizzas,Italian",Sector 8,47
21001,Shivajinagar,Pune,Pizza Hut,350,3.9,100,"Pizzas,Fast Food",Opposite F C College,36
21032,Vadapalani,Chennai,Ksg Queen Pizza,150,3.2,50,Fast Food,Subamangalam Complex,70
21058,Bidhannagar,Kolkata,The Steak & Grill,1100,4.2,100,"Continental,European",Near Hit Wicket,65
21077,Kurla West,Mumbai,Hotel Dashmesh Punjab,400,2.9,80,"Mughlai,Chinese,Seafood",Kurla,38
21105,Sainik Vihar,Delhi,Punjabi'S Eating Hub,400,4.2,100,"Mughlai,North Indian",Anshul Tower,44
21180,Chembur,Mumbai,Wok Hei,400,4.2,100,"Chinese,Asian,Thai,Tibetan,Mongolian,Combo,Vietnamese,Burmese,Pan-Asian",Chembur,55
21227,Chembur,Mumbai,Hotel Grand Central,1100,4.5,100,"North Indian,Chinese,Seafood,Biryani,Asian",Chembur,48
21232,Balavinayagar Nagar,Chennai,Hotel Arafa,400,4,100,"South Indian,Biryani,Kebabs",Arumbakkam,58
21238,Thousand Lights,Chennai,Dhaba Estd 1986 Delhi,900,4.2,100,"Biryani,Hyderabadi,North Indian,Indian,Tandoor,Punjabi",Ispahani Center,52
21257,Chembur,Mumbai,East End Deli,400,4.4,100,"Beverages,Desserts",Central Avenue Road,52
21404,Indiranagar,Bangalore,Dhaba Estd 1986 Delhi,900,4.2,100,"Biryani,Hyderabadi,North Indian,Indian,Tandoor,Punjabi",12Th Main,58
21435,Kothrud,Pune,The Oyster,900,2.9,80,"Continental,Chinese,North Indian",Mayur Colony,59
21545,Koregaon Park,Pune,The Sassy Spoon,1200,4.3,50,"European,Continental,American,Fast Food,Asian,Desserts",Koregaon Park,62
21552,Rohini,Delhi,Metro Grill,500,2.9,80,"North Indian,Chinese",Rohini,45
21630,Dilsukhnagar,Hyderabad,The Shawarma'S,200,4.1,50,Lebanese,P And T Colony,47
21633,Dilsukhnagar,Hyderabad,A-1 Chicken Pakoda,250,4.1,500,"Biryani,Chinese,Mughlai",Shalivahana Nagar,41
21739,Chembur,Mumbai,Cafe Udipi,500,4.3,1000,"Street Food,North Indian,Chinese,South Indian",Chembur,45
21780,Arumbakkam,Chennai,Achu'S Cakes & Bakes,150,2.9,80,Bakery,Arumbakkam,71
21785,Vadapalani,Chennai,The Waterfall Restaurant,500,3.9,50,"Indian,Chinese,Andhra,Tandoor",Vadapalani,80
21851,Tagore Garden Extension,Delhi,Imly,500,3.6,50,"Continental,South Indian,Street Food,Maharashtrian,Snacks,Mughlai,North Indian,Thalis,Desserts,Beverages,Sweets",Rajouri Garden,71
21855,Krishna Park Tilak Nagar,Delhi,Khalsa Restaurant,300,4.1,500,"North Indian,Chinese",Tilak Nagar,73
21892,Erandwane,Pune,Abhishek Non Veg Restaurant,800,4.3,100,"North Indian,Chinese,Seafood",Erandwane,40
21921,Beleghata,Kolkata,Dinner House,500,4.4,100,"Indian,Chinese,Tandoor",Near Beleghata Police Station,57
21966,Somajiguda,Hyderabad,Verandah-The Park Hyderabad,550,4,50,"Indian,Chinese,Biryani,Snacks,Desserts",Raj Bhavan Road,58
22127,Pitam Pura,Delhi,Kesar (Sainik Vihar),400,4.2,500,"North Indian,Chinese,Fast Food",Pitampura,40
22234,Choolaimedu,Chennai,Naga Reju Fast Food,300,4.3,500,"Naga,Chinese,Continental",Arumbakkam,52
22380,Gokhalenagar,Pune,Vaibhav Restaurant,200,3.3,100,"North Indian,Chinese",Opposite Pune University,45
22382,Lullanagar,Pune,Arkie'S Born Bakers,300,4.4,100,"Fast Food,Bakery",Bibvewadi,62
22399,Nungambakkam,Chennai,Movenpick Ice Cream Boutique,500,4.5,20,"Ice Cream,Beverages,Desserts",Nungambakkam High Road,46
22427,Kalighat,Kolkata,Bachan'S Tandoori Club,250,4.5,500,Tandoor,Near Rashbehari More,67
22483,Kothrud,Pune,Gavkari,400,4.1,100,Maharashtrian,Paud Road,67
22490,Sector 3 Rohini,Delhi,Pikwik Since 1991,600,4.1,500,"Indian,Chinese,Continental,Mexican,Asian",Rohini,34
22512,Pitam Pura,Delhi,Culinaria By Pikwik,200,4.2,500,"North Indian,Continental,Home Food,Indian",Shakti Vihar,52
22581,Kurla,Mumbai,Kesas,300,3.8,500,"Arabian,Lebanese,Pastas,American,Biryani,North Indian,Snacks,Chinese,Beverages",Tilak Nagar Chembur,35
22642,Indiranagar,Bangalore,Nando'S,450,4.3,500,"Fast Food,Portuguese,African,Grill,Salads",Hal 2Nd Stage,53
22660,Chembur,Mumbai,Aditya,850,4.2,50,Mughlai  North Indian  Chinese,Chembur,56
22743,Banjara Hills,Hyderabad,Dunkin Donuts,250,4.3,500,"Desserts,Bakery,Beverages,Fast Food,Combo",Road No.1,52
22766,Range Hills,Pune,The Chef'S Way Cafe,500,2.9,80,"Mexican,Italian,American,French",Aundh,59
22772,Cit Nagar,Chennai,Dezire Sugar Free Health Cafe,150,4.4,50,"Bakery,Desserts,Sweets",T Nagar,69
22791,Bidhannagar,Kolkata,Pappu Chaiwalla,200,4.3,100,Continental  Fast Food  North Indian  Street Food,Near City Centre,52
22799,Chiriamore,Kolkata,Abar Khaboo,300,4,5000,"Chinese,Biryani,Indian,Oriental",Near Chiriamore Crossing,60
22820,Sinthee,Kolkata,Foodpath,400,4.1,500,"Italian,Snacks,Chinese,Desserts,Ice Cream,Indian,Combo,Beverages,Kebabs,Healthy Food,Continental",Kali Charan Ghosh Road,74
22823,Dum Dum,Kolkata,Sabita Restaurant,300,4,1000,"North Indian,Chinese,Bengali,Biryani,Indian,Tandoor",Near Indira Maidan,74
22834,Kolkata,Kolkata,Gurudev Restaurant,300,4.3,500,"Indian,Chinese,South Indian,Biryani",Near Nagerbazar More,81
22964,Banjara Hills,Hyderabad,Haiku,1500,4.4,100,"Japanese,Asian,Thai",Road No 12,75
22990,Nampally,Hyderabad,Al-Tazaj Fried Chicken,200,4,20,"Italian,Beverages,Fast Food",Mallepally,51
23065,Jayanagar,Bangalore,Gufha,1400,2.9,80,"North Indian,Biryani,Afghani",Diagonal Road,52
23090,Kankurgachi,Kolkata,Hoppipola,1500,4.2,20,"Fast Food,Combo,Salads,Pizzas,Italian,Continental,European,Mediterranean,Desserts",Maniktala Main Road,61
23093,Ashok Nagar,Bangalore,Hoppipola,600,2.9,80,"Fast Food,Combo,Salads,Pizzas,Italian,Continental,European,Mediterranean,Desserts",Church Street,34
23151,Erandwane,Pune,Pk Biryani House Main Branch (Mhatre Bridge),400,4,500,"Biryani,Maharashtrian,North Indian,Seafood",Karve Nagar,40
23180,Aundh,Pune,Polka Dots,1100,4.3,50,"North Indian,Mexican,Continental,Italian,Mediterranean,European",Westend Mall,77
23210,Chetpet,Chennai,Cafe Adoniya,500,4.3,20,"Bakery,Fast Food,Desserts",Spurtank Road,46
23226,Park Street Area,Kolkata,Sher-E-Punjab,500,4.3,100,"North Indian,Chinese",Opposite Kala Mandir,55
23325,Saki Naka,Mumbai,Supreme Pizza Kitchen,350,2.9,80,"Pizzas,Italian,Pastas,Chinese",A.G. Link Road,50
23341,Chembur,Mumbai,Le Cafe (Jewel Of Chembur),1200,4.3,100,"Mediterranean,Chinese,European,Continental,Lebanese,Italian",Natraj Cinema,52
23342,Chembur,Mumbai,Via Bombay (Jewel Of Chembur),1000,4.3,50,"Indian,Asian,Oriental,Tandoor,Biryani,Desserts",Near Natraj Cinema,55
23438,Kalina,Mumbai,Theeram,600,4.3,1000,Kerala,Church Road,38
23445,Antop Hill,Mumbai,Khaana Khazana,400,4.1,20,North Indian  Chinese,Sm Road,54
23490,Machuabazar,Kolkata,Royal Spoon,100,4.1,1000,Chinese,Near Hedua Park,43
23496,Choolaimedu,Chennai,Cake Max,100,4.2,500,"Bakery,Desserts,Pizzas,Beverages",Arumbakkam,65
23506,Maharshi Nagar,Pune,Vishwakamal,500,2.9,80,"North Indian,Chinese",Bibwewadi,53
23548,Chembur,Mumbai,Lucky Restaurant (Chembur),500,4.3,100,"Biryani,North Indian,Kebabs,Chinese",Sion Trombay Road  Diamond Garden Chembur,49
23607,Banjara Hills,Hyderabad,Flying Spaghetti Monster,1500,4.3,100,"Italian,Pizzas",Green Valley,76
23658,Santacruz East,Mumbai,Two Star,600,4,20,"Mughlai,North Indian,Chinese,Seafood",Kalina Kurla Road,47
23707,Himayatnagar,Hyderabad,Mcdonald'S,400,4.2,1000,"American,Fast Food",Himayat Nagar,33
23719,Shivajinagar,Pune,Mcdonald'S,400,4.3,1000,"American,Fast Food",Jm Road,34
23777,Mukti Nagar,Mumbai,Shivsu Chinese Restuarant,400,4.2,500,Chinese,Mumbai,52
23781,Kalina,Mumbai,Smokin Joe'S,400,3.8,100,Pizzas,Kalina,35
23783,Andheri East,Mumbai,Uttam Da Dhaba,550,4.3,100,"North Indian,Chinese,Seafood,Combo",Marol Maroshi Road,56
23847,Central Bangalore,Bangalore,Domino'S Pizza,400,4.1,20,Pizzas,Rex Theater,30
24004,Aundh,Pune,Cafe Old Skool,300,4.7,100,"Desserts,Cafe",Chaitraban Residency,61
24030,Bidhannagar,Kolkata,The Orient,1000,4.2,100,"Chinese,Japanese,Thai,Burmese,Tibetan,Thalis",City Center 1 Mall,68
24052,Ballygunge,Kolkata,Charcoal Grill,600,4.2,100,"Indian,Chinese,Seafood",Near Maa Flyover Park Circus,62
24058,Kolkata,Kolkata,Just Baked,250,2.9,80,Desserts  Bakery  Sweets,Near Birla High School,54
24064,Bidhannagar,Kolkata,Rendezvous - Monotel,500,4.4,20,"Italian,Chinese,Desserts,Continental,Indian",Near Wipro Gate 4,76
24075,Dhankawadi,Pune,Cafe Momos,200,4.3,100,"Fast Food,Beverages",Katraj,66
24086,Machuabazar,Kolkata,Zoya Biriyani,150,4,50,"Mughlai,Biryani",Near Vivekananda House,38
24087,Bidhannagar,Kolkata,Courting Coffees,300,4.6,50,Continental,Near Island Number 8,74
24162,Rohini,Delhi,Domino'S Pizza,400,4.3,500,Pizzas,Nn Mall Sector- 3,30
24274,Kilpauk,Chennai,The Creams,200,4.4,100,"Bakery,Ice Cream,Desserts",Ormes Road,32
24461,Khar West,Mumbai,Chef Kong,650,4,20,Chinese  Thai,Khar West  Mumbai,54
24463,Kurla West,Mumbai,Domino'S Pizza,400,4,100,Pizzas,Near Sanagam Theatre,30
24656,Nungambakkam,Chennai,Grill House,300,4,1000,"North Indian,Biryani,Kebabs,Indian,Grill,Juices,Seafood,Tandoor",Josier Street,58
24692,Lullanagar,Pune,Sapna Pav Bhaji,300,4,100,"Maharashtrian,Street Food,Chinese,Beverages,Desserts",Kondhwa,59
24726,Maniktala Main Rd,Kolkata,Appetizer,200,4,20,Fast Food,Maniktala Main Road Opposite Ekta Residency,61
24730,Kalighat,Kolkata,Pappadam Coastal Delicacies,750,4.3,50,Coastal,Near Mudiali Club,79
24744,Gobra,Kolkata,Fast Bite,250,4.4,20,Tandoor,Opp Hindu Gorosthan,67
24749,Park Street Area,Kolkata,Jimmy'S Kitchen,1400,4.4,100,Chinese,Near Kala Mandir,56
24784,Chembur,Mumbai,China Magic,350,2.9,80,Chinese,Rc Road,52
24798,Behra Enclave Paschim Vihar,Delhi,Pakwan,300,3.7,1000,"Mughlai,North Indian,Chinese",Garg Plaza,46
24872,Powai Area,Mumbai,Mahesh Lunch Home,900,4.3,100,"Seafood,Chinese,Mangalorean,Biryani",Powai Area,58
24997,Powai,Mumbai,Mangalore Tadka,500,4.3,1000,"Chinese,Seafood,South Indian",Chandivali,50
25133,Kalighat,Kolkata,Biryanishk By The Biryani Company,700,4.1,50,"Indian,Biryani",Near Mudiali,77
25140,Entally,Kolkata,Zam Zam Restaurant,200,4.4,1000,"Mughlai,Biryani",Near Frank Anothony Public School,46
25158,Santacruz West,Mumbai,Hot Seekh,220,4.1,50,Tandoor  Arabian  Grill  Lucknowi  Chinese  Indian  Beverages  Mughlai  Awadhi  Lebanese,Opposite Gulam Nabi Manzil,52
25164,Powai,Mumbai,Sitaram Restaurant,450,4.4,50,Indian  Chinese  Seafood,Chandivali Farm Road,47
25222,Koramangala,Bangalore,China Pearl,1100,4.5,1000,"Chinese,Asian",6Th Block,64
25232,Jyothi Nagar,Hyderabad,Sindhura East Court,300,3.7,20,"North Indian,Chinese,South Indian,Tandoor",Raghavendra Nagar,65
25251,Punjagutta,Hyderabad,Meridian Restaurant,400,4.1,5000,"Biryani,Chinese,North Indian,Kebabs",Panjagutta Main Road,53
25288,Koramangala,Bangalore,Cafe Medley,450,3.6,20,"Desserts,American,Continental,Italian,Bakery,Beverages",5Th Block,65
25312,Chennai,Chennai,Le Cafe Et Gateaux,400,4.1,50,"American,Bakery",Paper Mills Road,68
25443,Pulikeshi Nagar,Bangalore,Aroma Of Asia,400,4.2,100,Chinese,Adams Corner,45
25522,Vadgaon Budruk,Pune,Pk Dum Biryani House,350,4.1,500,"Biryani,North Indian,Maharashtrian",Narhe,77
25525,Dhankawadi,Pune,Roll Point,200,3.6,50,Chinese,Dhankawadi,70
25562,Matunga,Mumbai,New Punjab Restaurant & Bar (King Circle),750,4.3,20,Mughlai  North Indian  Chinese  Seafood,Bhaudaji Road,58
25622,Taltala,Kolkata,Barista,350,4.1,20,"Beverages,Snacks,Desserts",Humayun Place,45
25633,Chembur,Mumbai,Barista,350,4.3,50,"Beverages,Snacks,Desserts,Cafe",Garden Appartment,47
25643,Khairtabad,Hyderabad,Barista,350,2.9,80,"Beverages,Snacks",Prasad I Max,58
25726,Royapettah,Chennai,Salem Rr Restaurant,300,4.1,500,"North Indian,Chinese,South Indian,Biryani",Nungambakkam,41
25799,Tarnaka,Hyderabad,Ayaan'S Bbq & Mataam Mandi,400,4.1,20,Arabian  Biryani  Mughlai,Tarnaka Main Road,67
25804,Chembur,Mumbai,Krishna Lunch Home,500,2.9,80,"North Indian,Chinese,South Indian,Seafood",Chembur,57
25833,Range Hills,Pune,Fish N Rolls,250,4.2,20,Seafood,Near Hdfc Bank Atm,59
25844,Koregaon Park,Pune,Sassy Teaspoon,800,4.6,100,"Ice Cream,Desserts,Bakery",Koregaon Park,47
25850,Karve Nagar,Pune,Red Chinese & Momos,200,3.8,50,Chinese,Karve Nagar,56
25923,Kalyani Nagar,Pune,Mineority By Saby,600,2.9,80,"North Indian,Continental,Indian,Tandoor,Oriental,Chinese,Pastas,Pizzas",Kalyani Nagar,63
26122,Bopodi,Pune,Saathee Restaurant & Bar,200,4,20,"North Indian,Chinese",Opposite Ganesh Temple Pune Behind Pune University,56
26235,Sion,Mumbai,New Madras,650,4.3,20,Mughlai  North Indian  Chinese  South Indian,Sion West,45
26301,Mehdipatnam,Hyderabad,Italian Pizzeria Creamato,400,4.2,50,"Italian,Desserts,American",Gudi Malkapur Road,56
26418,Erandwane,Pune,Level 5 Bistro & Bar,600,4.4,50,"Continental,Pan-Asian,Italian,North Indian,Beverages",Near Sharada Centre,49
26467,Bhowanipore,Kolkata,Asian Cloud Kitchen,400,4.7,50,"Chinese,Burmese,Thai",Near Rabindra Sadan Metro Station,67
26468,Ultadanga,Kolkata,Diamond Hotel And Restaurant,350,4,100,Mughlai  Indian  Chinese  Tandoor,Near Bidhanagar Railway Station Autostand,53
26517,Ruby Area  Kasba  East Kolkata Township,Kolkata,Street Cafe,250,2.9,80,American  Fast Food  Italian  Mexican  Beverages,East Kolkata Township,85
26618,Anna Nagar,Chennai,Kolapasi Takeaway,300,4.1,100,"South Indian,Biryani",Anna Nagar East,62
26619,Chetpet,Chennai,Hotel Rolex,400,3.9,100,"Biryani,Chinese,Desserts,Grill,Juices,Kebabs,North Indian,Seafood,Tandoor",Mcnichols Road,44
26723,Rohini,Delhi,Kfc,400,4.3,100,"American,Snacks",District Centre Manglam Place,35
26814,Banashankari,Bangalore,Just Bake - Bakery Desserts Cakes & Confectioners,400,3.9,50,Desserts,Hanumanthnagar,45
26865,Lullanagar,Pune,Paul'S,300,2.9,80,"North Indian,Chinese",Kondhwa,65
26869,Mundhwa,Pune,Shisha Jazz Cafe,600,2.9,80,"North Indian,Persian",Koregaon Park,61
26901,Agarkar Nagar,Pune,Madhav Veg Non Veg,350,4.2,20,"North Indian,Chinese",Camp,37
26919,Dhankawadi,Pune,Rk Biryani House,500,4,100,"North Indian,Biryani,Thalis,Kebabs,Maharashtrian,Malwani",Dhankawadi,71
26925,Chetla,Kolkata,Bangali Bhoj,250,3.9,100,Bengali,Mahesh Dutta Lane More (From Aindra Mancha Hall),77
27077,Toli Chowki,Hyderabad,Mr. Faddy,300,4.2,1000,American,Janaki Nagar Colony,65
27081,Banjara Hills,Hyderabad,Aromas Of Asia,1000,4.1,50,"Pan-Asian,Chinese",Road No 1,62
27259,Bhowanipore,Kolkata,Fabbrica,1200,4.3,100,Italian,Opposite Cream Centre,61
27265,Central Kolkata,Kolkata,Kebab-E-Que - The Astor Hotel,1000,2.9,80,"Italian,Indian",Near Nightangle Hospital,68
27274,Ashok Nagar,Pune,Symphony,300,4.6,100,"Indian,Chinese,Continental",Shivaji Nagar,49
27405,Andheri East,Mumbai,Apna Dhaba,500,4.4,50,Indian,Near Marol Pipeline,55
27552,Kalyani Nagar,Pune,Bread Story,200,4.3,50,Bakery,Kalyani Nagar,52
27658,Tagore Garden Extension,Delhi,Satguru Tiffin Service,200,3.5,20,"North Indian,Chinese,Desserts,Fast Food",Tagore Garden,73
27665,New Nallakunta,Hyderabad,Pista House,200,4.3,1000,"Bakery,Pizzas,Snacks,Desserts",Chikkadapalli Road,30
27677,Ashok Nagar,Bangalore,Leon Grill,400,4.4,1000,"Arabian,Beverages,Desserts,American",St Mark'S Rd,32
27690,Himayath Nagar,Hyderabad,Lazeez Khaana,350,2.9,80,"Chinese,Biryani,Mughlai,North Indian,Haleem",Railway Quarters,37
27739,Redhills,Hyderabad,Cafe Niloufer Classic,150,4.5,1000,Bakery,Lakdikapul,35
27926,Kothrud,Pune,Hotel Durga,300,4.5,500,Fast Food,Kothrud,45
27934,Aundh,Pune,The Meal House,200,4.1,500,"Thalis,North Indian,Punjabi,Combo",Heera Kunj Building Opposite Hariompuram Society,60
27963,Bhowanipore,Kolkata,Fnp Cakes,300,4.3,500,"Desserts,Bakery",Near Sambhunat Pandit Hospital,60
27974,Jadavpur,Kolkata,Bawarchi Fast Food- Jadavpur,120,4.4,100,Fast Food,Near 8B Bus Stand,81
27991,T. Nagar,Chennai,Latitude - The Park,1400,2.9,80,"Salads,Desserts,Italian,Juices,Beverages,Grill",Nungambakkam,84
28020,Andheri East,Mumbai,Minks - The Nagpur Saoji Treat,450,3.7,50,"Maharashtrian,Indian,Beverages",Marol Maroshi Road,56
